,text,Date,label
1507,new polls join movement today imwithyou,08/27/2016,0
1508,join us via new americafirst app trumppence,08/26/2016,0
1509,phoenix arizona wednesday changing venue much larger one demand unreal polls looking great imwithyou,08/26/2016,0
1510,thank florida keep updated lets get registered voters makeamericagreatagain,08/26/2016,0
1511,interviewed pm enjoy,08/26/2016,0
1512,army training slide lists hillary clinton insider threat,08/26/2016,0
1513,meet trumpocrats lifelong democrats breaking w party hillary support donald trump president,08/26/2016,0
1514,hillary clinton deleted emails using program intended prevent recovery crookedhillary,08/26/2016,0
1515,quickly people forget crooked hillary called african american youth super predators apologized,08/26/2016,1
1516,proud brought subject illegal immigration back discussion big problem country solve,08/26/2016,1
1517,wonderful attacked viciously unfairly crazy low ratings apologize,08/26/2016,1
1518,african americans hispanics lose going look poverty crime educational statistics fix,08/26/2016,1
1519,crooked hillary never able solve problems poverty education safety within african american hispanic communities,08/26/2016,1
1520,clinton real predators,08/26/2016,0
1521,opponent run ideas resorts personal attacks every amercan knows represent hope,08/26/2016,1
1522,hillary clinton needs address racist undertones campaign flashbackfriday,08/26/2016,0
1523,company gouging price epipens clinton foundation donor partner via dailycaller,08/26/2016,1
1524,flashback hillary clinton praised former kkk member robert byrd friend mentor,08/26/2016,1
1525,clinton corruption sabotage inner cities full speech transcript,08/26/2016,0
1526,hillary clinton knows make speech hit policy always short stamina media gives pass,08/26/2016,1
1527,hrc using oldest play dem playbook policies fail left w one tired argument,08/25/2016,0
1528,hillary clinton using race baiting try get african american voters know talk action,08/25/2016,0
1529,hillary clinton short speech pandering worst instincts society ashamed,08/25/2016,0
1530,watched recap crookedhillary speech short lies one fear mongering,08/25/2016,0
1531,many african american community badly poverty crime way employment jobs way fix promise,08/25/2016,1
1532,poll numbers starting look good leading florida arizona big jump utah numbers rising national way wow,08/25/2016,1
1533,brexit fame maga,08/25/2016,1
1534,thoughts prayers great people indiana prevail,08/25/2016,0
1535,great governor indiana help lead relief efforts tornadoes struck true leadership,08/25/2016,0
1536,hannity pe discussing various subjects including immigration elected buildthewall enforce laws,08/25/2016,0
1537,thank support americafirst imwithyou,08/24/2016,0
1538,great afternoon tampa florida thank trumppence,08/24/2016,0
1539,new national poll released join movement together makeamericagreatagain,08/24/2016,0
1540,great new poll florida thank makeamericagreatagain,08/24/2016,0
1541,let families remembrance project makeamericasafeagain,08/24/2016,0
1542,thoughts prayers victims families affected two powerful earthquakes italy myanmar,08/24/2016,0
1543,thank travis county texas makeamericagreatagain,08/24/2016,0
1544,participating town hall tonight pme austin texas enjoy,08/24/2016,0
1545,austin texas amazing border patrol agents let,08/23/2016,0
1546,join tampa florida tomorrow pme tickets,08/23/2016,0
1547,president obama gone louisiana days ago instead golfing little late,08/23/2016,0
1548,hillary clinton strongly stated absolutely connection private work state department lie,08/23/2016,1
1549,reported virtually everyone fact media pile worst american political history,08/23/2016,1
1550,texas big fundraiser republican party special border victims border crime,08/23/2016,1
1551,quickly put together hit job book comprised copies inaccurate stories buy boring,08/23/2016,0
1552,new book trump trust comes tomorrow people saying terrific knowing ann sure,08/23/2016,0
1553,leaving akron ohio packed rally amazing people going texas,08/22/2016,1
1554,great meeting active retired law enforcement officers fraternal order police lodge akron ohio,08/22/2016,0
1555,statement clinton foundation,08/22/2016,0
1556,interviewed eastern enjoy,08/22/2016,1
1557,day things calm tell real story insecure long time girlfriend two clowns,08/22/2016,1
1558,tried watching low rated morning unwatchable wall neurotic bright mess,08/22/2016,1
1559,trump leading la times poll,08/22/2016,1
1560,ad actually good,08/22/2016,1
1561,lidsville teamtrump need show crowds rallies use periscope show hc yt viewers vs dt k,08/22/2016,1
1562,trump victory november maga trumppence,08/22/2016,1
1563,video hillary referring blacks super predators need brought heel,08/22/2016,1
1564,heard nice friday little donny big failure tv someone helped nasty irrelevant,08/22/2016,1
1565,crooked hillary flooding airwaves false misleading ads paid bosses wall street media protecting,08/22/2016,1
1566,drawing big enthusiastic crowds media refuses show discuss something big happening,08/21/2016,1
1567,together going make america safe great,08/21/2016,0
1568,please oh please take charlotte nc speech across swing states sooo powerful good,08/21/2016,1
1569,golf great week get white house,08/21/2016,1
1570,bring america together one country united americans common purpose common dreams maga,08/20/2016,0
1571,back soon virginia going make america great trumppence,08/20/2016,0
1572,interviewed p enjoy,08/20/2016,1
1573,leaving virginia really big crowd great enthusiasm,08/20/2016,1
1574,thank see soon trumppence,08/20/2016,0
1576,humbled time w thoughts prayers,08/20/2016,0
1577,one nation one hurts hurt must work together lift standwithlouisiana,08/20/2016,0
1578,whereshillary sleeping,08/20/2016,0
1579,thank michigan movement going make america safe great trumppence,08/19/2016,0
1580,great job interview imwithyou trumptrain,08/19/2016,0
1581,thank everyone nice comments twitter pundits otherwise speech last night,08/19/2016,0
1582,reporting failing gets worse worse day fortunately dying newspaper,08/19/2016,0
1583,thank nc last evenings great reception speech great success heading louisiana another speech tonight mi,08/19/2016,0
1584,one nation one state hurts hurt must work together lift,08/19/2016,0
1585,thank charlotte north carolina makeamericagreatagain,08/19/2016,0
1586,together make america great,08/19/2016,0
1587,crookedhillary throwbackthursday,08/18/2016,0
1588,soon calling mr brexit,08/18/2016,1
1589,town hall tonight p,08/18/2016,1
1590,participating town hall event hosted tonight pme enjoy,08/17/2016,0
1591,going make government people makeamericagreatagain imwithyou,08/17/2016,0
1592,repeal replace obamacare caused soaring double digit premium increases disaster,08/17/2016,0
1593,vote hillary clinton vote another generation poverty high crime lost opportunities imwithyou,08/17/2016,0
1594,makeamericasafeagain imwithyou,08/17/2016,0
1595,thank governor chairman priebus makeamericagreatagain imwithyou,08/17/2016,0
1596,join north carolina tomorrow pm imwithyou tickets,08/17/2016,0
1597,lawandorder imwithyouvideo,08/17/2016,0
1598,lawandorder imwithyoutranscript,08/17/2016,0
1599,tonight pme delivering important speech live wisconsin makeamericagreatagain,08/17/2016,0
1600,cold war part exposing evils communism virtues free markets cont,08/16/2016,0
1601,pledge american people,08/16/2016,0
1602,point race clinton trump,08/16/2016,0
1603,another health insurer pulling back due persistent financial losses obamacare plans beginning,08/16/2016,0
1604,americasmerkel,08/15/2016,0
1605,clinton refugee plan could bring refugees first term lifetime cost billion,08/15/2016,0
1606,makeamericasafeagain,08/15/2016,0
1607,certain republicans lost would rather save face fighting see u supreme court get proper appointments sad,08/15/2016,1
1608,stay message chant always trade jobs military vets nd repeal ocare borders etc media misrepresents,08/15/2016,1
1609,always person remain true self media wants change would dishonest supporters,08/14/2016,1
1610,freedom press newspapers others allowed say write whatever want even completely false,08/14/2016,1
1611,fighting crooked hillary fighting dishonest corrupt media government protection process people get,08/14/2016,1
1612,crooked hillary clinton protected media talented person politician dishonest media refuses expose,08/14/2016,1
1613,rallies covered properly media never discuss real message never show crowd size enthusiasm,08/14/2016,1
1614,disgusting corrupt media covered honestly put false meaning words say would beating hillary,08/14/2016,1
1615,failing never spoke keeps saying saying advisers change false never said,08/14/2016,1
1616,failing talks anonymous sources meetings never happened reporting fiction media protects hillary,08/14/2016,1
1617,man people know like among people makeamericagreatagain usa loves u thanks,08/13/2016,1
1618,enjoying well mr inspired hope positive spirit throughout america god bless nice,08/13/2016,1
1619,knowu yes hero admire laying glorious luxurious life get beat america,08/13/2016,1
1620,confirmation one reason crooked h wanted sure nobody saw e mails pay play run pres,08/13/2016,1
1621,thank us campaign endlessly spent millions love trumptrain thanks,08/13/2016,1
1622,truly enjoying running president people country amazing great numbers november th,08/13/2016,1
1623,failing become newspaper fiction stories always quote non existent unnamed sources dishonest,08/13/2016,1
1624,tonight pm hosted enjoy,08/13/2016,0
1625,thank erie pennsylvania together makeamericagreatagain,08/12/2016,0
1626,unbelievable support florida last night thank maga,08/12/2016,0
1627,need support get white house defeat crookedhillary let make america great,08/12/2016,0
1628,establishment special interests absolutely killing country must put americafirst,08/12/2016,0
